order_date_col,order categorical feature 1,order categorical feature 2,order categorical feature 3,join_col
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #2091,order categorical feature 3 #423,2517
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #3928,order categorical feature 3 #195,2565
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #6345,order categorical feature 3 #338,2564
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #634,order categorical feature 3 #348,2551
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #634,order categorical feature 3 #485,2698
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #634,order categorical feature 3 #486,2549
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #634,order categorical feature 3 #427,2697
1991-06-01,order categorical feature 1 #1,order categorical feature 2 #8194,order categorical feature 3 #472,2547
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #6921,order categorical feature 3 #167,2546
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #6921,order categorical feature 3 #427,2545
1991-06-01,order categorical feature 1 #8,order categorical feature 2 #154,order categorical feature 3 #383,2544
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #1848,order categorical feature 3 #131,944
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #1228,order categorical feature 3 #283,2542
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #6354,order categorical feature 3 #308,2541
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #35,order categorical feature 3 #427,2527
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #2537,order categorical feature 3 #302,2540
1991-06-01,order categorical feature 1 #1,order categorical feature 2 #3694,order categorical feature 3 #17,2537
1991-06-01,order categorical feature 1 #8,order categorical feature 2 #8715,order categorical feature 3 #293,1032
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #8059,order categorical feature 3 #67,1218
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #3438,order categorical feature 3 #423,2516
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #5418,order categorical feature 3 #167,2536
1991-06-01,order categorical feature 1 #1,order categorical feature 2 #8374,order categorical feature 3 #263,2535
1991-06-01,order categorical feature 1 #1,order categorical feature 2 #8374,order categorical feature 3 #424,2515
1991-06-01,order categorical feature 1 #1,order categorical feature 2 #8374,order categorical feature 3 #66,2534
1991-06-01,order categorical feature 1 #4,order categorical feature 2 #1497,order categorical feature 3 #429,2532
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #6032,order categorical feature 3 #283,2531
1991-05-31,order categorical feature 1 #3,order categorical feature 2 #7400,order categorical feature 3 #288,2530
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #7400,order categorical feature 3 #38,2529
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #7400,order categorical feature 3 #317,2528
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #6570,order categorical feature 3 #486,2526
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #6570,order categorical feature 3 #485,2525
1991-05-31,order categorical feature 1 #8,order categorical feature 2 #5656,order categorical feature 3 #263,2524
1991-05-31,order categorical feature 1 #8,order categorical feature 2 #5656,order categorical feature 3 #79,2523
1991-05-31,order categorical feature 1 #8,order categorical feature 2 #7928,order categorical feature 3 #105,2522
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #425,order categorical feature 3 #423,2514
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #326,order categorical feature 3 #280,2520
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #5106,order categorical feature 3 #1,2472
1991-05-31,order categorical feature 1 #4,order categorical feature 2 #5106,order categorical feature 3 #185,2512
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #2218,order categorical feature 3 #317,447
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #1843,order categorical feature 3 #245,2511
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #1843,order categorical feature 3 #485,2510
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #8271,order categorical feature 3 #167,2509
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #3875,order categorical feature 3 #433,2508
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #3875,order categorical feature 3 #486,2507
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #746,order categorical feature 3 #195,2506
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #746,order categorical feature 3 #185,2505
1991-05-30,order categorical feature 1 #4,order categorical feature 2 #746,order categorical feature 3 #391,2504
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #6006,order categorical feature 3 #415,2503
1991-05-29,order categorical feature 1 #8,order categorical feature 2 #4188,order categorical feature 3 #282,2502
1991-05-29,order categorical feature 1 #8,order categorical feature 2 #7159,order categorical feature 3 #48,2501
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #6754,order categorical feature 3 #288,777
1991-05-29,order categorical feature 1 #8,order categorical feature 2 #3712,order categorical feature 3 #77,2499
1991-05-29,order categorical feature 1 #8,order categorical feature 2 #3712,order categorical feature 3 #54,2498
1991-05-29,order categorical feature 1 #8,order categorical feature 2 #4187,order categorical feature 3 #185,2496
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #8014,order categorical feature 3 #173,418
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #1150,order categorical feature 3 #180,607
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #1150,order categorical feature 3 #485,2492
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #1150,order categorical feature 3 #62,2491
1991-05-29,order categorical feature 1 #4,order categorical feature 2 #1150,order categorical feature 3 #167,2696
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #4270,order categorical feature 3 #79,2664
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #4270,order categorical feature 3 #89,2699
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #6857,order categorical feature 3 #319,47
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #8807,order categorical feature 3 #17,2488
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #538,order categorical feature 3 #25,397
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #2524,order categorical feature 3 #17,2487
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #2524,order categorical feature 3 #66,2486
1991-05-28,order categorical feature 1 #1,order categorical feature 2 #3664,order categorical feature 3 #20,2485
1991-05-28,order categorical feature 1 #1,order categorical feature 2 #3664,order categorical feature 3 #46,2403
1991-05-28,order categorical feature 1 #1,order categorical feature 2 #2940,order categorical feature 3 #326,53
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #1726,order categorical feature 3 #172,2483
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #7224,order categorical feature 3 #167,2479
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #7224,order categorical feature 3 #142,2478
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #7224,order categorical feature 3 #79,2477
1991-05-28,order categorical feature 1 #1,order categorical feature 2 #5830,order categorical feature 3 #17,2624
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #8553,order categorical feature 3 #97,2475
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #5943,order categorical feature 3 #138,2480
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #5943,order categorical feature 3 #1,2513
1991-05-28,order categorical feature 1 #8,order categorical feature 2 #3420,order categorical feature 3 #97,2471
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #5586,order categorical feature 3 #179,79
1991-05-28,order categorical feature 1 #4,order categorical feature 2 #5586,order categorical feature 3 #486,2470
1991-05-27,order categorical feature 1 #1,order categorical feature 2 #9079,order categorical feature 3 #458,2469
1991-05-27,order categorical feature 1 #1,order categorical feature 2 #9079,order categorical feature 3 #423,2481
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #7166,order categorical feature 3 #20,2468
1991-05-27,order categorical feature 1 #8,order categorical feature 2 #883,order categorical feature 3 #491,2467
1991-05-27,order categorical feature 1 #1,order categorical feature 2 #4159,order categorical feature 3 #179,2466
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #2905,order categorical feature 3 #245,2465
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #2905,order categorical feature 3 #242,1070
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #7371,order categorical feature 3 #17,2464
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #6177,order categorical feature 3 #275,1462
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #6743,order categorical feature 3 #293,1110
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #6743,order categorical feature 3 #188,108
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #7148,order categorical feature 3 #172,2462
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #5240,order categorical feature 3 #446,2461
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #5240,order categorical feature 3 #445,2460
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #5303,order categorical feature 3 #289,2459
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #5303,order categorical feature 3 #17,2458
1991-05-27,order categorical feature 1 #8,order categorical feature 2 #6848,order categorical feature 3 #443,2457
1991-05-27,order categorical feature 1 #8,order categorical feature 2 #6848,order categorical feature 3 #135,2456
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #6132,order categorical feature 3 #359,2455
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #6132,order categorical feature 3 #366,2463
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #4936,order categorical feature 3 #161,2454
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #4948,order categorical feature 3 #307,2453
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #4948,order categorical feature 3 #195,2452
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #9121,order categorical feature 3 #195,2840
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #9121,order categorical feature 3 #132,2450
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #9121,order categorical feature 3 #326,2449
1991-05-27,order categorical feature 1 #8,order categorical feature 2 #8128,order categorical feature 3 #233,2448
1991-05-27,order categorical feature 1 #4,order categorical feature 2 #5242,order categorical feature 3 #17,2447
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #2992,order categorical feature 3 #131,2446
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #2475,order categorical feature 3 #415,2444
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #2475,order categorical feature 3 #311,2443
1991-05-26,order categorical feature 1 #1,order categorical feature 2 #4844,order categorical feature 3 #167,2440
1991-05-26,order categorical feature 1 #1,order categorical feature 2 #4844,order categorical feature 3 #308,2439
1991-05-26,order categorical feature 1 #1,order categorical feature 2 #751,order categorical feature 3 #17,2438
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #5676,order categorical feature 3 #308,2437
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #5354,order categorical feature 3 #424,2436
1991-05-26,order categorical feature 1 #8,order categorical feature 2 #5591,order categorical feature 3 #458,2431
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #6624,order categorical feature 3 #281,2429
1991-05-26,order categorical feature 1 #8,order categorical feature 2 #5962,order categorical feature 3 #158,2428
1991-05-26,order categorical feature 1 #8,order categorical feature 2 #4229,order categorical feature 3 #423,2434
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #6893,order categorical feature 3 #157,2427
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #1342,order categorical feature 3 #140,2426
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #3326,order categorical feature 3 #284,2425
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #3326,order categorical feature 3 #135,2424
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #3970,order categorical feature 3 #216,2442
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #3970,order categorical feature 3 #416,2441
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #5337,order categorical feature 3 #256,2423
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #5337,order categorical feature 3 #175,2422
1991-05-26,order categorical feature 1 #4,order categorical feature 2 #5337,order categorical feature 3 #293,2421
1991-05-25,order categorical feature 1 #8,order categorical feature 2 #7198,order categorical feature 3 #1,2420
1991-05-25,order categorical feature 1 #8,order categorical feature 2 #7198,order categorical feature 3 #482,2419
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #2035,order categorical feature 3 #484,2416
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #2035,order categorical feature 3 #167,2415
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #2035,order categorical feature 3 #72,2414
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #4714,order categorical feature 3 #32,941
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #4714,order categorical feature 3 #55,1467
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #4714,order categorical feature 3 #429,2412
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #5714,order categorical feature 3 #317,2411
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #5714,order categorical feature 3 #32,2410
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #2715,order categorical feature 3 #205,573
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #4745,order categorical feature 3 #367,2407
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #5533,order categorical feature 3 #20,2406
1991-05-25,order categorical feature 1 #1,order categorical feature 2 #5533,order categorical feature 3 #291,2405
1991-05-25,order categorical feature 1 #8,order categorical feature 2 #9137,order categorical feature 3 #17,2404
1991-05-25,order categorical feature 1 #8,order categorical feature 2 #9137,order categorical feature 3 #46,2484
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #3976,order categorical feature 3 #277,2402
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #5322,order categorical feature 3 #263,2401
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #6496,order categorical feature 3 #367,2432
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #5913,order categorical feature 3 #20,2400
1991-05-25,order categorical feature 1 #4,order categorical feature 2 #5913,order categorical feature 3 #46,2399
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #5620,order categorical feature 3 #39,746
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #1499,order categorical feature 3 #77,2398
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #4163,order categorical feature 3 #164,2096
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #5703,order categorical feature 3 #281,2397
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #4419,order categorical feature 3 #135,2395
1991-05-24,order categorical feature 1 #8,order categorical feature 2 #4419,order categorical feature 3 #110,2394
1991-05-24,order categorical feature 1 #1,order categorical feature 2 #8108,order categorical feature 3 #78,2393
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #3523,order categorical feature 3 #342,2378
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #3523,order categorical feature 3 #276,443
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #3523,order categorical feature 3 #223,2377
1991-05-24,order categorical feature 1 #8,order categorical feature 2 #908,order categorical feature 3 #256,2388
1991-05-24,order categorical feature 1 #8,order categorical feature 2 #908,order categorical feature 3 #451,2387
1991-05-24,order categorical feature 1 #4,order categorical feature 2 #2540,order categorical feature 3 #121,448
1991-05-23,order categorical feature 1 #1,253246166678,order categorical feature 3 #443,2386
1991-05-23,order categorical feature 1 #1,order categorical feature 2 #3033,order categorical feature 3 #158,2385
1991-05-23,order categorical feature 1 #4,order categorical feature 2 #8035,order categorical feature 3 #138,2384
1991-05-23,order categorical feature 1 #4,order categorical feature 2 #7472,order categorical feature 3 #239,2383
1991-05-23,order categorical feature 1 #8,order categorical feature 2 #7472,order categorical feature 3 #167,2382
1991-05-23,order categorical feature 1 #4,order categorical feature 2 #4269,order categorical feature 3 #158,2381
1991-05-23,order categorical feature 1 #4,order categorical feature 2 #2382,order categorical feature 3 #183,2376
1991-05-23,order categorical feature 1 #1,order categorical feature 2 #2088,order categorical feature 3 #249,2375
1991-05-23,order categorical feature 1 #8,order categorical feature 2 #2506,order categorical feature 3 #77,2374
1991-05-22,order categorical feature 1 #4,order categorical feature 2 #7823,order categorical feature 3 #195,2373
1991-05-22,order categorical feature 1 #4,order categorical feature 2 #1568,order categorical feature 3 #138,2372
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #3912,order categorical feature 3 #471,2371
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #3365,order categorical feature 3 #442,557
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #3365,order categorical feature 3 #1,2370
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #3365,order categorical feature 3 #486,2369
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #3365,order categorical feature 3 #433,2368
1991-05-22,order categorical feature 1 #4,order categorical feature 2 #7804,order categorical feature 3 #169,2623
1991-05-22,order categorical feature 1 #4,order categorical feature 2 #3833,order categorical feature 3 #195,2380
1991-05-22,order categorical feature 1 #8,order categorical feature 2 #9124,order categorical feature 3 #158,2190
1991-05-22,order categorical feature 1 #8,order categorical feature 2 #9124,order categorical feature 3 #46,2366
1991-05-22,order categorical feature 1 #4,order categorical feature 2 #7577,order categorical feature 3 #195,2365
1991-05-22,order categorical feature 1 #1,order categorical feature 2 #2912,order categorical feature 3 #58,2392
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #263,order categorical feature 3 #279,852
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #4974,order categorical feature 3 #132,1145
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #4974,order categorical feature 3 #1,2363
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #8248,order categorical feature 3 #17,2361
1991-05-21,order categorical feature 1 #8,order categorical feature 2 #696,order categorical feature 3 #446,2360
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #2970,order categorical feature 3 #183,2391
1991-05-21,order categorical feature 1 #1,order categorical feature 2 #6502,order categorical feature 3 #144,2357
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #6074,order categorical feature 3 #294,2356
1991-05-21,order categorical feature 1 #1,order categorical feature 2 #2084,order categorical feature 3 #17,2355
1991-05-21,order categorical feature 1 #8,order categorical feature 2 #6728,order categorical feature 3 #433,2354
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #8403,order categorical feature 3 #195,2353
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #8403,order categorical feature 3 #283,2352
1991-05-21,order categorical feature 1 #8,order categorical feature 2 #7775,order categorical feature 3 #283,2351
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #2425,order categorical feature 3 #288,2350
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #7315,order categorical feature 3 #451,2349
1991-05-21,order categorical feature 1 #1,order categorical feature 2 #4831,order categorical feature 3 #464,2348
1991-05-21,order categorical feature 1 #1,order categorical feature 2 #4831,order categorical feature 3 #181,2347
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #8179,order categorical feature 3 #292,2346
1991-05-21,order categorical feature 1 #4,order categorical feature 2 #8179,order categorical feature 3 #126,2345
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #7669,order categorical feature 3 #17,2344
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #3517,order categorical feature 3 #195,2342
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #8957,order categorical feature 3 #424,2328
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #2217,order categorical feature 3 #161,2521
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #4715,order categorical feature 3 #410,2341
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #3330,order categorical feature 3 #308,2340
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #3274,order categorical feature 3 #446,2339
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #4508,order categorical feature 3 #281,2338
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #6233,order categorical feature 3 #424,2329
1991-05-20,order categorical feature 1 #1,order categorical feature 2 #854,order categorical feature 3 #491,699
1991-05-20,order categorical feature 1 #1,order categorical feature 2 #854,order categorical feature 3 #492,2337
1991-05-20,order categorical feature 1 #4,order categorical feature 2 #605,order categorical feature 3 #283,1381
1991-05-20,order categorical feature 1 #1,order categorical feature 2 #3065,order categorical feature 3 #289,2343
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #994,order categorical feature 3 #415,2336
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #3602,order categorical feature 3 #283,2364
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #3602,order categorical feature 3 #291,1397
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #308,order categorical feature 3 #46,2335
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #308,order categorical feature 3 #167,2334
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #1344,order categorical feature 3 #482,2390
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #1344,order categorical feature 3 #471,2389
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #871,order categorical feature 3 #172,835
1991-05-19,order categorical feature 1 #8,order categorical feature 2 #355,order categorical feature 3 #17,2331
1991-05-19,order categorical feature 1 #8,order categorical feature 2 #1928,order categorical feature 3 #307,2121
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6908,order categorical feature 3 #436,2322
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6908,order categorical feature 3 #474,2321
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6908,order categorical feature 3 #1,2320
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6114,order categorical feature 3 #299,2319
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6114,order categorical feature 3 #167,2318
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #6114,order categorical feature 3 #135,2317
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #536,order categorical feature 3 #135,2291
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #536,order categorical feature 3 #290,2316
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #536,order categorical feature 3 #310,2315
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #517,order categorical feature 3 #310,2314
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #7778,order categorical feature 3 #310,2313
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #7778,order categorical feature 3 #475,2312
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #7778,order categorical feature 3 #185,2311
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #7778,order categorical feature 3 #167,2310
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #1252,order categorical feature 3 #302,2309
1991-05-19,order categorical feature 1 #4,order categorical feature 2 #5481,order categorical feature 3 #90,2308
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #3812,order categorical feature 3 #415,2307
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #3812,order categorical feature 3 #318,2306
1991-05-18,order categorical feature 1 #8,order categorical feature 2 #5170,order categorical feature 3 #158,2305
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #3357,order categorical feature 3 #55,2302
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #3357,order categorical feature 3 #46,2301
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #6170,order categorical feature 3 #72,2300
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #8409,order categorical feature 3 #475,2296
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #8409,order categorical feature 3 #195,2295
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #9049,order categorical feature 3 #185,2333
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #9049,order categorical feature 3 #185,2332
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #2377,order categorical feature 3 #157,328
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #2377,order categorical feature 3 #26,2413
1991-05-18,order categorical feature 1 #8,order categorical feature 2 #2541,order categorical feature 3 #153,2293
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #6424,order categorical feature 3 #38,2292
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #6424,order categorical feature 3 #135,2324
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #6925,order categorical feature 3 #1,2359
1991-05-18,order categorical feature 1 #8,order categorical feature 2 #6925,order categorical feature 3 #135,2358
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #3367,order categorical feature 3 #1,2290
1991-05-18,order categorical feature 1 #1,order categorical feature 2 #8865,order categorical feature 3 #416,2289
1991-05-18,order categorical feature 1 #4,order categorical feature 2 #3153,order categorical feature 3 #17,2288
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #6414,order categorical feature 3 #89,2298
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #6414,order categorical feature 3 #416,2297
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #1719,order categorical feature 3 #17,2281
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #3950,order categorical feature 3 #138,1130
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #6544,order categorical feature 3 #212,911
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #6544,order categorical feature 3 #273,2280
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #3616,order categorical feature 3 #54,1266
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #9069,order categorical feature 3 #323,2279
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #9069,order categorical feature 3 #380,2278
1991-05-17,order categorical feature 1 #1,order categorical feature 2 #9069,order categorical feature 3 #288,2277
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #7662,order categorical feature 3 #17,2269
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #6559,order categorical feature 3 #302,2287
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #5680,order categorical feature 3 #283,1228
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #5680,order categorical feature 3 #17,2268
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #4959,order categorical feature 3 #289,2286
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #6595,order categorical feature 3 #46,2285
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #794,order categorical feature 3 #167,2283
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #794,order categorical feature 3 #257,2282
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #5379,order categorical feature 3 #289,2267
1991-05-17,order categorical feature 1 #4,order categorical feature 2 #2984,order categorical feature 3 #279,2276
1991-05-16,order categorical feature 1 #8,order categorical feature 2 #84,order categorical feature 3 #110,2257
1991-05-16,order categorical feature 1 #8,order categorical feature 2 #3168,order categorical feature 3 #42,2256
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #4619,order categorical feature 3 #110,2254
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #4619,order categorical feature 3 #439,2253
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #9048,order categorical feature 3 #97,2255
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #8355,order categorical feature 3 #144,2252
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #2717,order categorical feature 3 #229,2275
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #2717,order categorical feature 3 #219,2274
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #1211,order categorical feature 3 #302,2251
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #492,order categorical feature 3 #468,2273
1991-05-16,order categorical feature 1 #1,order categorical feature 2 #6118,order categorical feature 3 #154,2250
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #7643,order categorical feature 3 #17,2272
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #8286,order categorical feature 3 #256,2249
1991-05-16,order categorical feature 1 #4,order categorical feature 2 #8286,order categorical feature 3 #54,1325
1991-05-15,order categorical feature 1 #1,order categorical feature 2 #168,order categorical feature 3 #105,2263
